id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
b14a9568-aab4-42b5-a372-ab4774d7692b_0,"strove the cunning men and strong ,<br>but a little and they cry ,<br>“ lord , mayhap we are but clay ,<br>and we cannot know the why , ”<br>and the wise men doubt to-day .","to look a farther than a foemen be <br>she with me , and in countenance i fall <br>me for her , sin tis ever worse than all <br>but kind of life to grace and genius came",gutenberg,jhamtani,1,1,1,1,1,1,1,2,2,1
b14a9568-aab4-42b5-a372-ab4774d7692b_1,"strove the cunning men and strong ,<br>but a little and they cry ,<br>“ lord , mayhap we are but clay ,<br>and we cannot know the why , ”<br>and the wise men doubt to-day .","to look a farther than a foemen be <br>she with me , and in countenance i fall <br>me for her , sin tis ever worse than all <br>but kind of life to grace and genius came",gutenberg,jhamtani,1,1,1,1,2,1,1,1,1,1
b14a9568-aab4-42b5-a372-ab4774d7692b_2,"strove the cunning men and strong ,<br>but a little and they cry ,<br>“ lord , mayhap we are but clay ,<br>and we cannot know the why , ”<br>and the wise men doubt to-day .","to look a farther than a foemen be <br>she with me , and in countenance i fall <br>me for her , sin tis ever worse than all <br>but kind of life to grace and genius came",gutenberg,jhamtani,1,1,1,1,1,1,1,2,2,1
34fef3dd-4d13-4041-82a1-bb76c8e23283_0,"a tree , violet are from the leaves ,<br>fresh breath with glee brain ,<br>in all that summer day year ,<br>and we rise by the break of riding , far of an ancient judgment guard no fear ,<br>the muse it strain .<br>from answered 's so , call","the castle of our desire vultures we must be proud <br>we saw once at the inn of time our joyous thought <br>we transformed it to an hour of shame <br>and tired men mock it, with the victor's right <br>we found it in the tables, not working wrong",lstm,gpt2,2,1,2,2,2,1,2,2,1,1
34fef3dd-4d13-4041-82a1-bb76c8e23283_1,"a tree , violet are from the leaves ,<br>fresh breath with glee brain ,<br>in all that summer day year ,<br>and we rise by the break of riding , far of an ancient judgment guard no fear ,<br>the muse it strain .<br>from answered 's so , call","the castle of our desire vultures we must be proud <br>we saw once at the inn of time our joyous thought <br>we transformed it to an hour of shame <br>and tired men mock it, with the victor's right <br>we found it in the tables, not working wrong",lstm,gpt2,1,2,1,1,1,2,1,1,1,1
34fef3dd-4d13-4041-82a1-bb76c8e23283_2,"a tree , violet are from the leaves ,<br>fresh breath with glee brain ,<br>in all that summer day year ,<br>and we rise by the break of riding , far of an ancient judgment guard no fear ,<br>the muse it strain .<br>from answered 's so , call","the castle of our desire vultures we must be proud <br>we saw once at the inn of time our joyous thought <br>we transformed it to an hour of shame <br>and tired men mock it, with the victor's right <br>we found it in the tables, not working wrong",lstm,gpt2,1,2,1,1,2,1,1,1,1,1
7bed0e89-7162-4b5c-a332-3486d867a1b0_0,"used to come often after that ,<br>and talk to us — just as he used to do ,<br>pleasantest kind ! and once , for john ,<br>he said he was “ lonesome but would n't let on —<br>fear mother would worry , and emmy and lou . ”","i would not be then !<br>put a little of small wee and all<br>like a pleasant that begin she changes ,<br>the owns of the till , lies<br>an ’ trip i wake here ;<br>at my the crowded heart of night<br>loved ne'er shall greet for him ,",gutenberg,lstm,1,1,2,1,2,2,2,2,2,1
7bed0e89-7162-4b5c-a332-3486d867a1b0_1,"used to come often after that ,<br>and talk to us — just as he used to do ,<br>pleasantest kind ! and once , for john ,<br>he said he was “ lonesome but would n't let on —<br>fear mother would worry , and emmy and lou . ”","i would not be then !<br>put a little of small wee and all<br>like a pleasant that begin she changes ,<br>the owns of the till , lies<br>an ’ trip i wake here ;<br>at my the crowded heart of night<br>loved ne'er shall greet for him ,",gutenberg,lstm,1,1,1,1,1,2,2,1,1,1
7bed0e89-7162-4b5c-a332-3486d867a1b0_2,"used to come often after that ,<br>and talk to us — just as he used to do ,<br>pleasantest kind ! and once , for john ,<br>he said he was “ lonesome but would n't let on —<br>fear mother would worry , and emmy and lou . ”","i would not be then !<br>put a little of small wee and all<br>like a pleasant that begin she changes ,<br>the owns of the till , lies<br>an ’ trip i wake here ;<br>at my the crowded heart of night<br>loved ne'er shall greet for him ,",gutenberg,lstm,1,2,1,1,2,1,1,1,1,2
02a382e2-bea9-488f-9b51-9ab7342558b2_0,"without delay, the other, even he,<br>the fellow, entered into battle when,<br>without surprise, upon his sudden. me,<br>and other servants, many of the same,<br>against his will, began the battle. he,<br>however valiant he appeared in fame,<br>in battle never suffered damage- ne,<br>however noble he appeared, himself,<br>without reserve, inflicted lasting shelf.","with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .",true_poetry,gutenberg,1,1,2,2,1,1,1,1,1,1
02a382e2-bea9-488f-9b51-9ab7342558b2_1,"without delay, the other, even he,<br>the fellow, entered into battle when,<br>without surprise, upon his sudden. me,<br>and other servants, many of the same,<br>against his will, began the battle. he,<br>however valiant he appeared in fame,<br>in battle never suffered damage- ne,<br>however noble he appeared, himself,<br>without reserve, inflicted lasting shelf.","with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .",true_poetry,gutenberg,2,1,2,2,2,1,1,2,1,2
02a382e2-bea9-488f-9b51-9ab7342558b2_2,"without delay, the other, even he,<br>the fellow, entered into battle when,<br>without surprise, upon his sudden. me,<br>and other servants, many of the same,<br>against his will, began the battle. he,<br>however valiant he appeared in fame,<br>in battle never suffered damage- ne,<br>however noble he appeared, himself,<br>without reserve, inflicted lasting shelf.","with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .",true_poetry,gutenberg,2,2,2,1,1,1,2,2,1,1
7d3cedcf-7068-4125-8b39-e4c72b3ed628_0,"embark for that far mysterious realm ,<br>whence the fathomless , trackless waters flow .<br>shall i see a presence dim , and know<br>a gracious hand upon the helm ,<br>nor be afraid to go ?","in the midnight of the garden <br>from the land of the moon and the sea , <br>and the grass of the stars are gone , <br>and the stars are bright .",gutenberg,ngram,2,2,2,1,2,1,2,2,1,2
7d3cedcf-7068-4125-8b39-e4c72b3ed628_1,"embark for that far mysterious realm ,<br>whence the fathomless , trackless waters flow .<br>shall i see a presence dim , and know<br>a gracious hand upon the helm ,<br>nor be afraid to go ?","in the midnight of the garden <br>from the land of the moon and the sea , <br>and the grass of the stars are gone , <br>and the stars are bright .",gutenberg,ngram,1,2,1,2,2,1,2,2,2,1
7d3cedcf-7068-4125-8b39-e4c72b3ed628_2,"embark for that far mysterious realm ,<br>whence the fathomless , trackless waters flow .<br>shall i see a presence dim , and know<br>a gracious hand upon the helm ,<br>nor be afraid to go ?","in the midnight of the garden <br>from the land of the moon and the sea , <br>and the grass of the stars are gone , <br>and the stars are bright .",gutenberg,ngram,2,2,2,1,1,2,2,2,2,2
963d7281-5027-46ea-be53-14762116f27e_0,"think not they come for love of thee !<br>they seek from ennui to be free ,<br>to ask some boon , or tell some tale<br>which , true or false , will rarely fail<br>to leave behind a poisoned trail .","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he",gutenberg,gpt2,1,2,1,1,1,1,1,1,1,2
963d7281-5027-46ea-be53-14762116f27e_1,"think not they come for love of thee !<br>they seek from ennui to be free ,<br>to ask some boon , or tell some tale<br>which , true or false , will rarely fail<br>to leave behind a poisoned trail .","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he",gutenberg,gpt2,1,1,2,1,1,2,2,2,1,1
963d7281-5027-46ea-be53-14762116f27e_2,"think not they come for love of thee !<br>they seek from ennui to be free ,<br>to ask some boon , or tell some tale<br>which , true or false , will rarely fail<br>to leave behind a poisoned trail .","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he",gutenberg,gpt2,1,1,1,1,1,2,2,1,2,1
a59c5d9e-91ab-49f9-a907-56e9b2179b14_0,"and water pulling fingers through my nose ! <br>no matter where each other people lash, <br>some tiny little supersonic flows ! <br>not gonna hear another single splash. <br><br>we only need no total saturate ! <br>we gotta carry such an extra weight ! <br>too fast to write a hundred seconds straight, <br>for any second you accelerate.","i never wanted any part of this.<br>it never happened, even though it too,<br>despite its absence, never was -- i miss,<br>without desire, even, this without,<br>the absence always present, never there.<br>without desire, even. never out,<br>without desire always in. i wear,<br>without desire always in, without,<br>without desire. i am never out.",hafez,true_poetry,2,2,1,1,2,2,1,2,1,2
a59c5d9e-91ab-49f9-a907-56e9b2179b14_1,"and water pulling fingers through my nose ! <br>no matter where each other people lash, <br>some tiny little supersonic flows ! <br>not gonna hear another single splash. <br><br>we only need no total saturate ! <br>we gotta carry such an extra weight ! <br>too fast to write a hundred seconds straight, <br>for any second you accelerate.","i never wanted any part of this.<br>it never happened, even though it too,<br>despite its absence, never was -- i miss,<br>without desire, even, this without,<br>the absence always present, never there.<br>without desire, even. never out,<br>without desire always in. i wear,<br>without desire always in, without,<br>without desire. i am never out.",hafez,true_poetry,2,1,1,2,2,1,1,1,2,2
a59c5d9e-91ab-49f9-a907-56e9b2179b14_2,"and water pulling fingers through my nose ! <br>no matter where each other people lash, <br>some tiny little supersonic flows ! <br>not gonna hear another single splash. <br><br>we only need no total saturate ! <br>we gotta carry such an extra weight ! <br>too fast to write a hundred seconds straight, <br>for any second you accelerate.","i never wanted any part of this.<br>it never happened, even though it too,<br>despite its absence, never was -- i miss,<br>without desire, even, this without,<br>the absence always present, never there.<br>without desire, even. never out,<br>without desire always in. i wear,<br>without desire always in, without,<br>without desire. i am never out.",hafez,true_poetry,2,1,2,1,1,2,1,1,1,1
